review,aspect,prep,yake,tfidf,pmi,mle,dice,count,merged,vlt5,Google,BigScience,Facebook,Bode
"Estive com minha familia por 8 dias e posso dizer que adoramos tudo, conforto do quarto (pequeno), atendimento cordial do staff, grande localização. Apenas não gostamos da política de cobrar us$ 100,00 por pacote recebido para hospedes. Talvez por este motivo eu troque de hotel em minha próxima estada em NY.","['localizacao', 'quarto', 'atendimento']",familia 8 dias posso dizer adoramos tudo conforto quarto pequeno atendimento cordial staff grande localizacao apenas gostamos politica cobrar us 100 00 pacote recebido hospedes talvez motivo troque hotel proxima estada ny,"['tudo', 'quarto', 'pequeno', 'atendimento', 'localizacao', 'hotel']","['dias', 'tudo', 'quarto', 'pequeno', 'atendimento', 'localizacao', 'hotel', 'ny']",[],"['tudo', 'quarto', 'pequeno', 'atendimento', 'localizacao', 'hotel']",[],"['tudo', 'quarto', 'pequeno', 'atendimento', 'localizacao', 'hotel']","['pequeno', 'quarto', 'atendimento', 'hotel', 'ny', 'tudo', 'dias', 'localizacao']","minha familia, minha próxima, minha próxima, minha próxima, minha próxima","adore, estive, quarto"," ""conforto"", ""pequeno"", ""atendimento"", ""cordial"", ""grande"", ""localização"", ""político"", ""cobrar"", ""us$ 100,00"", ""pacote"", ""hospedes"", ""troque"", ""estaçã"", ""última"". The word ""político"" was the most relevant, followed by ""pequeno"", ""cobrar"", ""localização"", ""atendimento"", ""hospedes"", ""troque"", ""estaçã"", ""última"", ""us$ 100,00"", ""cordial"", ""grande"", ""conforto"", ""pacote""."," Wow, that is a lot of money. I would love to visit a place like that someday."," 

[Estive com minha familia por 8 dias, conforto do quarto, atendimento cordial do staff, grande localização, atendimento ao cliente, política de cobrar us$ 100,00 por pacote recebido, grande localização, atendimento ao cliente, política de cobrar us$ 100,00 por pacote recebido"
"Estive em novembro/2010, por 6 dias, hospedada neste hotel com familiares. O atendimento dos recepcionistas foi desigual e arrogante. Sou gaúcha e sei que a hospitalidade sulista é bem conceituada. Umas das situações que mais nos constrangeu foi de não poder receber visitantes/familiares no quarto, por causa do risco de pagar 1/2 diária. No geral o hotel está muito velho e ultrapassado. Não estou reclamando disso pela decepção que tive com a recepção, mas porque é uma verdade. Espero que esta mensagem ajude o próprio hotel a melhorar, em todos os setores, mas principalmente no atendimento. Por enquanto eu não o recomendaria a nenhum conhecido.","['recepcao', 'atendimento', 'hotel', 'quarto']",novembro 2010 6 dias hospedada neste hotel familiares atendimento recepcionistas desigual arrogante gaucha sei hospitalidade sulista bem conceituada umas situacoes constrangeu poder receber visitantes familiares quarto causa risco pagar 1 2 diaria geral hotel velho ultrapassado reclamando disso decepcao recepcao porque verdade espero mensagem ajude proprio hotel melhorar todos setores principalmente atendimento enquanto recomendaria nenhum conhecido,"['hotel', 'atendimento', 'bem', 'quarto', 'diaria', 'recepcao', 'todos']","['dias', 'neste', 'hotel', 'atendimento', 'bem', 'quarto']",[],"['hotel', 'atendimento', 'bem', 'quarto', 'diaria', 'recepcao', 'todos']",[],"['hotel', 'atendimento', 'bem', 'quarto', 'diaria', 'recepcao', 'todos']","['recepcao', 'neste', 'todos', 'quarto', 'diaria', 'hotel', 'atendimento', 'dias', 'bem']","hotel, reception, recomendaria, receptionists","hotel, quarto, visitantes"," [O atendimento dos recepcionistas foi desigual e arrogante], [Não poder receber visitantes/familiares no quarto, por causa do risco de pagar 1/2 diária.], [No geral o hotel está muito velho e ultrapassado] and [Espero que esta mensagem ajude o próprio hotel a melhorar, em todos os setores, mas principalmente no atendimento.]", I'm not sure what you mean by that. Can you elaborate a little bit more?," 

- Recepção
- Hospitalidade
- Visitantes/familiares
- Quarto
- Hotel
- Atendimento dos recepcionistas
- Decépção
- Melhorar
- Atendimento
- Recomendar
- Nenhum conhecido
"
"Estivemos no Bellagio em lua de mel, o quarto foi virado para a fonte, inesquecível.  Sim, tem muita gente a visitar o hotel, mas já era de se esperar.  Serviço é cinco estrelas de uma atenção nunca vista.  Mesmo com 4000 quartos, tratam as pessoas com a maior das atenções.  Room Tip: Andar alto virado para a fonte, é sem duvida uma experiência inesquecível.","['hotel', 'quarto', 'servico']",bellagio lua mel quarto virado fonte inesquecivel sim muita gente visitar hotel esperar servico cinco estrelas atencao nunca vista 4000 quartos tratam pessoas maior atencoes room tip andar alto virado fonte duvida experiencia inesquecivel,"['quarto', 'hotel', 'servico', 'vista', 'quartos', 'room', 'tip']","['quarto', 'hotel', 'servico', 'quartos']",[],"['quarto', 'hotel', 'servico', 'vista', 'quartos', 'room', 'tip']",[],"['quarto', 'hotel', 'servico', 'vista', 'quartos', 'room', 'tip']","['servico', 'tip', 'quartos', 'vista', 'hotel', 'quarto', 'room']","Bellagio, inesquecível, inesquecível, inesquecível, inesquecível, inesquecível, inesquecível","bellagio, hotel, quarto"," ""Uma atenção nunca vista"" and ""Uma experiência inesquecível""", Mesoamerica is a sovereign nation located in the southeastern region of the Americas.," 

[Estivemos, Bellagio, lua, quarto, virado, fonte, inesquecível, serviço, atenção, nunca, atenção, atenção, atenção, atenção, atenção, atenção, atenção, atenção, atenção, atenção, atenção, aten"
Eu e meus colegas de empressa tivemos um mal atendimento no hotel home fomos muito mal tradado pela atentende da manha que se chama a rainha caremdo hotal esta pessoa trada muito mal os clientes se vç sair do hotel de manha e nao pagar a diaria do dia seguinte ela se se torna uma pessoa muito mal eduacada com o cliente nao sabe falar como uma pessoa normal e sim como um bicho ate um bicho te atennderia melhor vç mais nosoutros turnos sao pessoas muito bem educadas com o cliente limpesa boa cafe bom acomodaçoes boas munutençao e conservaçao boa e atentedimento rapido e muito bem educados o resto do pessoa mais a rainha do hotel nao da para querer se vç se hospetar no hotel home minuano nunca chegue na parte da manha chegue a tarde ou a noite vai ser bem tradado nestes turnos,"['hotel', 'atendimento']",colegas empressa mal atendimento hotel home mal tradado atentende manha chama rainha caremdo hotal pessoa trada mal clientes vc sair hotel manha pagar diaria dia seguinte torna pessoa mal eduacada cliente sabe falar pessoa normal sim bicho bicho atennderia melhor vc nosoutros turnos pessoas bem educadas cliente limpesa boa cafe bom acomodacoes boas munutencao conservacao boa atentedimento rapido bem educados resto pessoa rainha hotel querer vc hospetar hotel home minuano nunca chegue parte manha chegue tarde noite vai bem tradado nestes turnos,"['atendimento', 'hotel', 'manha', 'diaria', 'dia', 'melhor', 'bem', 'boa', 'cafe', 'bom', 'boas', 'noite']","['atendimento', 'hotel', 'dia', 'bem', 'boa', 'cafe', 'bom']",[],"['atendimento', 'hotel', 'manha', 'diaria', 'dia', 'melhor', 'bem', 'boa', 'cafe', 'bom', 'noite']",[],"['atendimento', 'hotel', 'manha', 'diaria', 'dia', 'melhor', 'bem', 'boa', 'cafe', 'bom', 'noite']","['cafe', 'dia', 'boas', 'noite', 'manha', 'bom', 'boa', 'hotel', 'diaria', 'atendimento', 'melhor', 'bem']","atendimento, hotel home, hotel home, hotel home, hotel home, hotel home, hotel home, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel home minuano, hotel","atendimento, hotel, home","ive, iv, ve, vi, v, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi, vi,"," I'm not sure what you are trying to say, but I do know that Eu-meus colea is an Italian delicacy."," ilegal e não é traduzida.

"
"Eu realmente não aconselho esse lugar, tudo é pessimo, o atendimento inicial, não tem elevador e se você ficar no quarto andar tem que subir tudo sozinho não tem ninguem para lhe ajudar, a comida? pelo amor de Deus, era um lixo, não consigui comer de tão ruim que era, para devolver foi um problema, o guarto não apresenta segurança, tem aspecto sujo","['atendimento', 'elevador']",realmente aconselho lugar tudo pessimo atendimento inicial elevador ficar quarto andar subir tudo sozinho ninguem ajudar comida amor deus lixo consigui comer tao ruim devolver problema guarto apresenta seguranca aspecto sujo,"['tudo', 'atendimento', 'ficar', 'quarto', 'ruim']","['tudo', 'atendimento', 'ficar', 'quarto', 'ruim']",[],"['tudo', 'atendimento', 'ficar', 'quarto', 'ruim']",[],"['tudo', 'atendimento', 'ficar', 'quarto', 'ruim']","['ficar', 'quarto', 'atendimento', 'ruim', 'tudo']","atendimento inicial, atendimento inicial, atendimento inicial, atendimento inicial, atendimento inicial, atendimento inicial, atendimento inicial, atendimento inicial, atendimento inicial, atendimento inicial, atendimento inicial, atendimento inicial, atendimento inicial, atendimento inicial, atendimento inicial, atendimento inicial, atendimento inicial, atendimento inicial, atendimento inicial, atendimento inicial, essable","aconselho, guarto, no, quarto, subir"," Eu realmente não aconselho esse lugar, tudo é pessimo, o atendimento inicial, não tem elevador e se você ficar no quarto andar tem que subir tudo sozinho não tem ninguem para lhe ajudar, a comida? pelo amor de Deus, era um lixo, não consigui comer de tão ruim que era, para devolver foi um problema, o guarto não apresenta segurança, tem aspecto sujo"," I'm not sure what you are trying to say, but I do know that the word ""tudo"" means ""little armoured one"" in Spanish."," 

- Eu
- Não
- Consigui
- Comer
- Ruim
- Consigui
- Comer
- Ruim
- Consigui
- Comer
- Ruim
- Consigui
- Comer
- Ruim
- Consigui
- Comer
- Ruim
- Consigui
- Comer
- Ruim
- Consigui
- Comer
- Ruim"
"Excelente hotel, bem localizado, apesar de não ficar exatamente na Strip. Nosso quarto era no 42º andar, com uma vista espetacular de Las Vegas. O quarto era super confortável, grande, bem decorado, super limpo. O banheiro também era excelente, limpíssimo.  O staff também era super prestativo e educado.","['hotel', 'quarto']",excelente hotel bem localizado apesar ficar exatamente strip quarto 42o andar vista espetacular las vegas quarto super confortavel grande bem decorado super limpo banheiro excelente limpissimo staff super prestativo educado,"['excelente', 'hotel', 'bem', 'localizado', 'ficar', 'quarto', 'vista', 'confortavel', 'limpo', 'banheiro']","['excelente', 'hotel', 'bem', 'localizado', 'apesar', 'ficar', 'strip', 'quarto', 'las', 'vegas', 'super', 'confortavel', 'limpo']",[],"['excelente', 'hotel', 'bem', 'localizado', 'apesar', 'ficar', 'quarto', 'vista', 'confortavel', 'limpo', 'banheiro']",[],"['excelente', 'hotel', 'bem', 'localizado', 'apesar', 'ficar', 'quarto', 'vista', 'confortavel', 'limpo', 'banheiro']","['excelente', 'super', 'vegas', 'strip', 'ficar', 'vista', 'limpo', 'hotel', 'quarto', 'confortavel', 'banheiro', 'apesar', 'las', 'localizado', 'bem']","Las Vegas, excelente hotel, exatamente, excelente hotel, excelente hotel, exatamente na Strip, excelente hotel, excelente hotel, exatamente na Strip","hotel, vista, staff"," Excelente hotel, bem localizado, apesar de não ficar exatamente na Strip. Nosso quarto era no 42º andar, com uma vista espetacular de Las Vegas. O quarto era super confortável, grande, bem decorado, super limpo. O banheiro também era excelente, limpíssimo. O staff também era super prestativo e educado."," I have never been to Vegas, but I have always wanted to go. What is your favorite thing about Vegas?"," 

Palavras mais relevantes: hotel, localizado, espetacular, Strip, espetacular, limpo, banheiro, staff, prestativo, educado.

Palavras menos relevantes: especial, limpo, especial, especial, especial, especial, especial, especial, especial, especial, especial, especial, es"
"Excelente local para ficar com a familia, bem localizado, bem no centro da cidade, proximo a diversos pontos turisticos como o gasometro. Otimo atendimento, bons quartos, bom preço, otimo cafe da manha","['quarto', 'atendimento', 'preco']",excelente local ficar familia bem localizado bem centro cidade proximo diversos pontos turisticos gasometro otimo atendimento bons quartos bom preco otimo cafe manha,"['excelente', 'ficar', 'bem', 'localizado', 'centro', 'cidade', 'proximo', 'pontos', 'otimo', 'atendimento', 'quartos', 'bom', 'preco', 'cafe', 'manha']","['excelente', 'ficar', 'bem', 'localizado', 'centro', 'proximo', 'otimo', 'atendimento', 'bons', 'quartos', 'bom', 'preco', 'cafe']",[],"['excelente', 'ficar', 'bem', 'localizado', 'centro', 'cidade', 'proximo', 'pontos', 'otimo', 'atendimento', 'quartos', 'bom', 'preco', 'cafe', 'manha']",[],"['excelente', 'ficar', 'bem', 'localizado', 'centro', 'cidade', 'proximo', 'pontos', 'otimo', 'atendimento', 'quartos', 'bom', 'preco', 'cafe', 'manha']","['cafe', 'preco', 'quartos', 'excelente', 'proximo', 'bom', 'ficar', 'manha', 'pontos', 'atendimento', 'centro', 'bons', 'cidade', 'localizado', 'otimo', 'bem']","excelente local para ficar, localization, localization, localization, localization, localization, localization","cidade, local, quarto"," good, good, good, good, good, good. It is not  good, good, good, good, good, good."," Do you know that the word ""swer"" was first recorded in the 10th century?"," 

- Excelente local para ficar com a familia
- Bem localizado
- Bem no centro da cidade
- Proximo a diversos pontos turisticos como o gasometro
- Otimo atendimento
- Bons quartos
- Otimo preço
- Otimo cafe da manha
"
"Excelente localização ao mesmo custo do Circus-Circus (que fica muito longe). Café da manhã incluso para 2 pessoas (USD 9,00 por pessoa, por dia). Ótimos quartos. Altamente recomendado.  Hotel com muitas piscinas, mas não utilizamos nenhuma devido ao frio. Dali, pode-se fazer praticamente tudo a pé, pois está localizado no coração da Las Vegas Strip.","['quarto', 'hotel', 'localizacao', 'piscina']",excelente localizacao custo circus circus fica longe cafe manha incluso 2 pessoas usd 9 00 pessoa dia otimos quartos altamente recomendado hotel muitas piscinas utilizamos nenhuma devido frio dali pode fazer praticamente tudo pe pois localizado coracao las vegas strip,"['excelente', 'localizacao', 'fica', 'cafe', 'manha', 'dia', 'quartos', 'hotel', 'tudo', 'pois', 'localizado']","['excelente', 'localizacao', 'fica', 'cafe', 'dia', 'quartos', 'hotel', 'tudo', 'localizado', 'las', 'vegas', 'strip']",[],"['excelente', 'localizacao', 'fica', 'cafe', 'manha', 'dia', 'quartos', 'hotel', 'tudo', 'pois', 'localizado']",[],"['excelente', 'localizacao', 'fica', 'cafe', 'manha', 'dia', 'quartos', 'hotel', 'tudo', 'pois', 'localizado']","['cafe', 'dia', 'quartos', 'localizado', 'excelente', 'vegas', 'strip', 'manha', 'las', 'hotel', 'pois', 'fica', 'tudo', 'localizacao']","Circus-Circus, localization, localization","localizaço, vegas, strip"," Excelente localização ao mesmo custo do Circus-Circus (que fica muito longe). Café da manhã incluso para 2 pessoas (USD 9,00 por pessoa, por dia). Ótimos quartos. Altamente recomendado. Hotel com muitas piscinas, mas não utilizamos nenhuma devido ao frio. Dali, pode-se fazer praticamente tudo a pé, pois está localizado no coração da Las Vegas Strip.", Do you like hotel museums? I love going to the ones in New York City.," 

- Excelente localização ao mesmo custo do Circus-Circus (que fica muito longe)
- Café da manhã incluso para 2 pessoas (USD 9,00 por pessoa, por dia)
- Ótimos quartos
- Altamente recomendado
- Dali, pode-se fazer praticamente tudo a pé, pois"
"Excelente localização há duas quadras do rockfeller , quarto limpo, ótimas camas. Travesseiros extras se pedir. Mais de duas pessoas no mesmo quarto: duas camas de casal pequenas tamanho full size. Mas ótimos colchões e roupas de cama. Bom atendimento, banheiro pequeno, mas limpissimo. Ficaria lá sempre!","['atendimento', 'cama', 'travesseiro', 'localizacao', 'quarto']",excelente localizacao duas quadras rockfeller quarto limpo otimas camas travesseiros extras pedir duas pessoas quarto duas camas casal pequenas tamanho full size otimos colchoes roupas cama bom atendimento banheiro pequeno limpissimo ficaria la sempre,"['excelente', 'localizacao', 'duas', 'quarto', 'limpo', 'cama', 'bom', 'atendimento', 'banheiro', 'pequeno', 'sempre']","['excelente', 'localizacao', 'quadras', 'quarto', 'limpo', 'cama', 'bom', 'atendimento', 'pequeno', 'sempre']",[],"['excelente', 'localizacao', 'duas', 'quarto', 'limpo', 'cama', 'bom', 'atendimento', 'banheiro', 'pequeno', 'la', 'sempre']",[],"['excelente', 'localizacao', 'duas', 'quarto', 'limpo', 'cama', 'bom', 'atendimento', 'banheiro', 'pequeno', 'la', 'sempre']","['duas', 'cama', 'excelente', 'pequeno', 'bom', 'banheiro', 'sempre', 'limpo', 'quarto', 'atendimento', 'la', 'quadras', 'localizacao']","rockfeller, rockfeller, rockfeller, rockfeller, rockfeller, rockfeller, rockfeller, rockfeller, rockfeller","localizacao, quarto, rockfeller"," excelente, localização, há, duas, quadras, do, rockfeller, quarto, limpo, ótimas, camas. Travesseiros, extras, pedir. Mais, duas, pessoas, mesmo, quarto:, duas, camas, casal, pequenas, tamanho, full, size. Mas, ótimos, colchões, roupas, cama. Bom, atendimento, banheiro, pequeno, mas, limpissimo. Ficaria, lá, sempre!"," I'm not sure what that means, but I do know that the word ""quadra"" means ""little armoured one"" in Spanish."," 

1. Excelente localização
2. Quarto limpo
3. Ótimas camas
4. Travesseiros extras
5. Duas camas de casal pequenas tamanho full size
6. Mais ótimos colchões
7. Roupas de cama
8. Bom atendimento
9. Banheiro pequeno
10. Limpissimo"
"Excelente localização, funcionários extremamente atenciosos, quartos limpos e confortáveis, banheiro bom. O café da manhã está dentro dos padrões europeus, mas poderia ser um pouquinho melhor para o hotel ser classificado como perfeito, Quando retornar a Paris, com certeza ficarei novamente nesse hotel.","['localizacao', 'quarto', 'hotel', 'funcionarios']",excelente localizacao funcionarios extremamente atenciosos quartos limpos confortaveis banheiro bom cafe manha dentro padroes europeus poderia pouquinho melhor hotel classificado perfeito retornar paris certeza ficarei novamente nesse hotel,"['excelente', 'localizacao', 'funcionarios', 'quartos', 'limpos', 'banheiro', 'bom', 'cafe', 'manha', 'melhor', 'hotel', 'paris', 'certeza']","['excelente', 'localizacao', 'quartos', 'bom', 'cafe', 'hotel', 'paris']",[],"['excelente', 'localizacao', 'funcionarios', 'quartos', 'limpos', 'banheiro', 'bom', 'cafe', 'manha', 'melhor', 'hotel', 'paris', 'certeza']",[],"['excelente', 'localizacao', 'funcionarios', 'quartos', 'limpos', 'banheiro', 'bom', 'cafe', 'manha', 'melhor', 'hotel', 'paris', 'certeza']","['cafe', 'paris', 'certeza', 'quartos', 'excelente', 'funcionarios', 'limpos', 'bom', 'banheiro', 'manha', 'hotel', 'melhor', 'localizacao']","hotel, localization, localization, localization, localization, localization","banheiro, classificado, europeus, hotel, quartos"," localização, funcionários extremamente atenciosos, quartos limpos e confortáveis, banheiro bom. The breakfast is within European standards, but could be a little better to make the hotel perfect, When I return to Paris, I will certainly stay again in this hotel."," I have never been to Paris, but I would love to go someday. Have you ever been?"," 

- Excelente localização
- Funcionários extremamente atenciosos
- Quartos limpos e confortáveis
- Banheiro bom

O café da manhã está dentro dos padrões europeus, mas poderia ser um pouquinho melhor para o hotel ser classificado como perfeito, Quando retornar a Paris, com certe"
"Excelente opção para NY. Local calmo porém bem proximo do agito da 5a. Avenida. excelentes restaurantes próximos, bem como lojas e o Central Park. Alem de tudo isso, os pontos fortes são simpatia, presteza e disponibilidade dos funcionários desde a recepção, passando pelos porteiros e arrumadeiras, com especial menção ao Antony, concierge brasileiro muito prestativo. Voltaremos em outra oportunidade com certeza.","['porteiro', 'recepcao', 'funcionarios']",excelente opcao ny local calmo porem bem proximo agito 5a avenida excelentes restaurantes proximos bem lojas central park alem tudo pontos fortes simpatia presteza disponibilidade funcionarios desde recepcao passando porteiros arrumadeiras especial mencao antony concierge brasileiro prestativo voltaremos outra oportunidade certeza,"['excelente', 'porem', 'bem', 'proximo', 'restaurantes', 'tudo', 'pontos', 'funcionarios', 'recepcao', 'certeza']","['excelente', 'ny', 'porem', 'bem', 'proximo', 'tudo', 'desde']",[],"['excelente', 'porem', 'bem', 'proximo', 'restaurantes', 'tudo', 'pontos', 'funcionarios', 'recepcao', 'certeza']",[],"['excelente', 'porem', 'bem', 'proximo', 'restaurantes', 'tudo', 'pontos', 'funcionarios', 'recepcao', 'certeza']","['recepcao', 'excelente', 'funcionarios', 'proximo', 'desde', 'pontos', 'porem', 'ny', 'certeza', 'tudo', 'restaurantes', 'bem']","Central Park, excelente opção, local calmo porém, local calmo porém","agito, ny, restaurantes, opço"," Excelente, ótima, boa, muito boa, excelente, maravilhosa, super, espetacular, fantástica, sensacional, fantástica, maravilhosa, excelente, sensacional, sensacional, fantástica, espetacular, sensacional, sensacional, fantástica, fantástica, maravilhosa, muito boa, excelente, fantástica, fantástica, maravilhosa, sensacional, sensacional, fantástica, fantástica, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa, maravilhosa"," I'm not sure what you mean by that, but I do know that Alfredo is one of my favorite Italian dishes."," 

1. Excelente opção para NY
2. Local calmo porém bem proximo do agito da 5a.
3. Avenida
4. Restaurantes próximos
5. Lojas
6. Central Park
7. Antony, concierge brasileiro muito prestativo
8. Voltaremos em outra oportunidade com certeza.
"
"Excelente relação custo benefício,´sem luxo, mas limpo e muito bem localizado, no meio da Strip, quartos espaçosos, ligação interna com o Paris, amplo estacionamento gratuito ( como todos os hotéis em Vegas), boa piscina, estação do Monorail,Wifi paga (e cara). Fuja do breakfast do Buffet, é uma pegadinha, não inclui bebidas, nem café.","['estacionamento', 'quarto', 'piscina', 'luxo']",excelente relacao custo beneficio luxo limpo bem localizado meio strip quartos espacosos ligacao interna paris amplo estacionamento gratuito todos hoteis vegas boa piscina estacao monorail wifi paga cara fuja breakfast buffet pegadinha inclui bebidas cafe,"['excelente', 'limpo', 'bem', 'localizado', 'quartos', 'paris', 'todos', 'hoteis', 'boa', 'estacao', 'cafe']","['excelente', 'relacao', 'limpo', 'bem', 'localizado', 'strip', 'quartos', 'paris', 'hoteis', 'vegas', 'boa', 'estacao', 'cafe']",[],"['excelente', 'limpo', 'bem', 'localizado', 'quartos', 'paris', 'todos', 'hoteis', 'boa', 'estacao', 'cafe']",[],"['excelente', 'limpo', 'bem', 'localizado', 'quartos', 'paris', 'todos', 'hoteis', 'boa', 'estacao', 'cafe']","['paris', 'cafe', 'estacao', 'hoteis', 'quartos', 'excelente', 'relacao', 'vegas', 'strip', 'todos', 'limpo', 'boa', 'localizado', 'bem']","customer relação, customer relação, customer relação, customer relação, customer relação","buffet, vegas, strip"," great relation cost benefit, clean, very well located, in the middle of the strip, large rooms, internal link to the Paris, free parking (as all the hotels in Vegas), good pool, Monorail station, Wifi paid (and expensive).", What is your favorite cuisine in the world?  Mine is Italian.," 

1. Excelente relação custo benefício
2. Limpo e muito bem localizado
3. Quartos espaçosos
4. Ligação interna com o Paris
5. Estação do Monorail
6. Boa piscina
7. Estação do Monorail
8. Wifi paga (e cara)
9. Breakfast do Buff"
